diametro_pistao_mm,tipo_amortecimento,protecao_especial,clamping_unit,posicao_instalacao,horas_operacao,manutencao_realizada,curso_mm,modelo_cilindro,temperatura_ambiente_C,pressao_operacao_bar,velocidade_pistao_mm_s,pressao_entrada_sensor_bar,pressao_saida_sensor_bar,sensor_umidade_pct,vibracao_mm_s,delta_pressao_bar,vazamento_detectado,umidade_interna_detectada,desgaste_detectado,falha
20,PPV,R3,False,Horizontal,143,True,183,DSNU-20-183-PPV-A,10.2,2.28,263.7,2.4499999999999997,2.4379999999999997,2.18,1.45,0.01200000000000001,False,False,False,0
50,P,R8,True,Vertical,866,True,229,DSNU-50-229-P-A,27.2,1.45,445.3,1.46,1.159,3.94,1.18,0.30099999999999993,False,False,False,0
20,PPV,Nenhuma,False,Vertical,513,True,32,DSNU-20-32-PPV-A,26.5,5.05,684.4,5.14,4.9559999999999995,1.78,2.99,0.18400000000000016,False,False,False,0
10,PPV,R3,True,Vertical,1006,True,51,DSNU-10-51-PPV-A,-0.0,4.25,278.8,4.34,4.124,1.29,1.41,0.2160000000000002,False,False,False,0
16,P,R8,False,Vertical,461,True,2,DSNU-16-2-P-A,-1.7,4.09,280.2,4.1499999999999995,3.7809999999999997,2.91,2.34,0.3689999999999998,False,False,False,0
12,PPV,R3,False,Inclinada,765,True,40,DSNU-12-40-PPV-A,3.9,5.15,460.2,5.25,5.125,0.37,1.51,0.125,False,False,False,0
40,PPS,Nenhuma,False,Horizontal,658,True,487,DSNU-40-487-PPS-A,11.2,4.72,406.1,4.75,4.55,3.01,2.77,0.20000000000000018,False,False,False,0
8,P,Nenhuma,False,Vertical,475,True,76,DSNU-8-76-P-A,28.6,1.59,443.5,1.6300000000000001,1.397,1.11,2.53,0.2330000000000001,False,False,False,0
32,PPS,Nenhuma,False,Inclinada,324,True,487,DSNU-32-487-PPS-A,41.1,2.29,198.2,2.47,2.116,2.66,3.91,0.3540000000000001,False,False,False,0
12,PPS,A6,True,Vertical,1100,True,8,DSNU-12-8-PPS-A,59.2,6.13,462.8,6.2,5.9030000000000005,2.6,1.28,0.2969999999999997,False,False,False,0
40,P,Nenhuma,True,Vertical,144,True,437,DSNU-40-437-P-A,-8.8,3.99,645.2,4.180000000000001,4.051,4.12,3.68,0.12900000000000045,False,False,False,0
16,PPS,Nenhuma,False,Inclinada,743,True,169,DSNU-16-169-PPS-A,17.2,6.63,139.9,6.7299999999999995,6.411,2.68,2.77,0.31899999999999995,False,False,False,0
32,PPS,Nenhuma,False,Vertical,378,True,120,DSNU-32-120-PPS-A,9.9,5.69,669.1,5.73,5.567,0.09,2.66,0.16300000000000026,False,False,False,0
20,PPV,Nenhuma,False,Horizontal,479,True,217,DSNU-20-217-PPV-A,2.2,8.48,434.8,8.49,8.446,2.01,1.29,0.04400000000000048,False,False,False,0
12,PPV,Nenhuma,False,Inclinada,629,True,62,DSNU-12-62-PPV-A,4.7,7.12,23.1,7.2,6.8,4.62,3.89,0.40000000000000036,False,False,False,0
32,PPS,Nenhuma,True,Vertical,118,True,301,DSNU-32-301-PPS-A,-1.6,1.55,763.6,1.61,1.526,1.5,1.15,0.08400000000000007,False,False,False,0
63,PPV,R3,False,Vertical,543,True,11,DSNU-63-11-PPV-A,44.0,2.68,258.8,2.8200000000000003,2.519,0.22,0.01,0.30100000000000016,False,False,False,0
63,P,R3,False,Vertical,590,True,446,DSNU-63-446-P-A,3.2,5.08,643.2,5.21,5.053,1.1,2.27,0.15700000000000003,False,False,False,0
20,P,R8,False,Inclinada,1072,True,224,DSNU-20-224-P-A,34.8,2.79,57.6,2.94,2.652,1.51,2.78,0.2879999999999998,False,False,False,0
40,P,Nenhuma,False,Inclinada,808,True,259,DSNU-40-259-P-A,54.5,8.26,640.6,8.31,8.265,4.46,2.18,0.04499999999999993,False,False,False,0
8,P,Nenhuma,False,Horizontal,1145,True,70,DSNU-8-70-P-A,12.2,8.23,399.8,8.33,8.206,0.41,2.63,0.12400000000000055,False,False,False,0
16,PPV,Nenhuma,False,Horizontal,770,True,77,DSNU-16-77-PPV-A,12.3,3.56,501.2,3.68,3.33,3.98,2.6,0.3500000000000001,False,False,False,0
16,P,Nenhuma,False,Horizontal,19,True,147,DSNU-16-147-P-A,-10.0,2.89,268.7,3.0100000000000002,2.9240000000000004,4.27,1.75,0.08599999999999985,False,False,False,0
10,P,R3,False,Horizontal,530,True,40,DSNU-10-40-P-A,53.5,9.08,146.5,9.11,8.898,2.41,2.45,0.21199999999999974,False,False,False,0
12,P,R3,False,Inclinada,357,True,164,DSNU-12-164-P-A,49.7,8.62,705.2,8.68,8.472999999999999,2.51,3.68,0.20700000000000074,False,False,False,0
10,P,Nenhuma,False,Inclinada,436,True,2,DSNU-10-2-P-A,12.4,8.94,393.3,8.95,8.677999999999999,2.37,3.62,0.27200000000000024,False,False,False,0
16,PPS,A6,False,Inclinada,551,True,14,DSNU-16-14-PPS-A,-0.5,7.32,112.4,7.34,7.02,0.41,0.64,0.3200000000000003,False,False,False,0
8,PPV,R3,False,Inclinada,783,True,67,DSNU-8-67-PPV-A,33.8,8.86,642.0,8.969999999999999,8.661,4.98,3.22,0.3089999999999993,False,False,False,0
20,PPV,Nenhuma,False,Inclinada,1034,True,4,DSNU-20-4-PPV-A,6.4,1.49,112.3,1.62,1.242,4.34,4.0,0.3780000000000001,False,False,False,0
40,PPV,Nenhuma,False,Inclinada,258,True,274,DSNU-40-274-PPV-A,3.2,7.04,200.3,7.23,7.006,2.52,2.33,0.2240000000000002,False,False,False,0
20,P,Nenhuma,False,Vertical,180,True,82,DSNU-20-82-P-A,25.0,9.16,15.8,9.31,9.025,1.33,2.03,0.28500000000000014,False,False,False,0
20,P,Nenhuma,False,Inclinada,973,True,39,DSNU-20-39-P-A,59.6,8.17,307.6,8.25,8.004,0.83,0.97,0.24600000000000044,False,False,False,0
40,PPV,Nenhuma,False,Horizontal,403,True,175,DSNU-40-175-PPV-A,58.3,8.01,462.6,8.129999999999999,7.905999999999999,1.5,0.79,0.2240000000000002,False,False,False,0
32,PPS,A6,True,Vertical,257,True,95,DSNU-32-95-PPS-A,19.3,3.75,707.0,3.88,3.54,0.29,3.17,0.33999999999999986,False,False,False,0
16,P,R8,True,Vertical,512,True,57,DSNU-16-57-P-A,1.4,7.96,533.6,8.03,7.640999999999999,4.19,1.79,0.38900000000000023,False,False,False,0
16,PPV,R3,False,Horizontal,538,True,103,DSNU-16-103-PPV-A,51.9,6.55,21.8,6.66,6.46,0.5,0.43,0.20000000000000018,False,False,False,0
63,P,Nenhuma,False,Inclinada,1063,True,112,DSNU-63-112-P-A,34.2,3.61,513.4,3.61,3.318,4.58,0.94,0.2919999999999998,False,False,False,0
32,PPS,Nenhuma,False,Inclinada,88,True,458,DSNU-32-458-PPS-A,43.4,6.28,409.1,6.44,6.357,3.21,0.63,0.08300000000000018,False,False,False,0
40,P,Nenhuma,False,Inclinada,309,True,243,DSNU-40-243-P-A,20.4,4.55,20.0,4.55,4.321,0.05,1.6,0.2290000000000001,False,False,False,0
20,PPS,R3,False,Horizontal,997,True,13,DSNU-20-13-PPS-A,51.6,9.24,636.9,9.32,9.011000000000001,2.43,1.18,0.3089999999999993,False,False,False,0
63,P,Nenhuma,False,Vertical,1118,True,238,DSNU-63-238-P-A,13.8,5.61,341.2,5.8100000000000005,5.444000000000001,2.38,3.23,0.36599999999999966,False,False,False,0
10,PPS,Nenhuma,False,Horizontal,1062,True,47,DSNU-10-47-PPS-A,32.0,3.42,132.7,3.59,3.1929999999999996,2.49,0.48,0.39700000000000024,False,False,False,0
40,PPS,Nenhuma,False,Vertical,213,True,369,DSNU-40-369-PPS-A,26.3,6.94,146.5,7.0,6.898,0.51,3.05,0.10200000000000031,False,False,False,0
20,P,Nenhuma,True,Vertical,20,True,290,DSNU-20-290-P-A,14.1,6.9,69.2,6.930000000000001,6.915000000000001,2.67,3.01,0.01499999999999968,False,False,False,0
8,PPV,Nenhuma,False,Horizontal,974,True,82,DSNU-8-82-PPV-A,36.6,1.92,690.7,2.02,1.991,3.17,2.61,0.028999999999999915,False,False,False,0
10,PPS,R3,False,Vertical,23,True,39,DSNU-10-39-PPS-A,37.1,4.45,654.5,4.48,4.323,2.63,1.38,0.15700000000000003,False,False,False,0
12,PPS,Nenhuma,False,Horizontal,737,True,27,DSNU-12-27-PPS-A,8.8,1.61,573.2,1.62,1.366,4.28,3.9,0.254,False,False,False,0
16,PPV,Nenhuma,False,Horizontal,651,True,20,DSNU-16-20-PPV-A,39.9,8.51,101.4,8.709999999999999,8.629999999999999,2.59,0.78,0.08000000000000007,False,False,False,0
63,PPS,A6,False,Inclinada,617,True,159,DSNU-63-159-PPS-A,47.0,3.23,50.9,3.33,3.273,1.84,3.18,0.05699999999999994,False,False,False,0
8,P,R8,False,Horizontal,551,True,62,DSNU-8-62-P-A,-3.6,5.76,292.8,5.77,5.587999999999999,3.76,0.21,0.18200000000000038,False,False,False,0
32,P,Nenhuma,False,Vertical,137,True,69,DSNU-32-69-P-A,-4.3,6.59,724.2,6.67,6.447,1.24,1.76,0.22299999999999986,False,False,False,0
50,P,R3,True,Vertical,971,True,10,DSNU-50-10-P-A,3.1,5.78,451.4,5.84,5.684,0.78,3.8,0.1559999999999997,False,False,False,0
12,PPV,R3,False,Horizontal,1088,True,39,DSNU-12-39-PPV-A,19.6,2.58,496.4,2.66,2.426,0.75,1.41,0.23399999999999999,False,False,False,0
20,P,Nenhuma,False,Vertical,1046,True,1,DSNU-20-1-P-A,45.3,4.29,174.3,4.38,4.378,0.19,2.06,0.0019999999999997797,False,False,False,0
10,PPS,Nenhuma,False,Horizontal,1175,True,76,DSNU-10-76-PPS-A,30.2,1.92,673.6,2.08,2.001,0.53,0.63,0.07900000000000018,False,False,False,0
63,PPV,Nenhuma,False,Horizontal,816,True,392,DSNU-63-392-PPV-A,21.2,2.27,326.7,2.29,1.966,3.54,1.66,0.32400000000000007,False,False,False,0
32,P,R3,False,Horizontal,253,True,117,DSNU-32-117-P-A,51.8,5.83,327.9,6.0200000000000005,5.7090000000000005,4.33,3.5,0.31099999999999994,False,False,False,0
8,P,Nenhuma,False,Vertical,631,True,55,DSNU-8-55-P-A,38.5,8.93,766.4,8.969999999999999,8.943999999999999,0.0,1.31,0.0259999999999998,False,False,False,0
16,P,R8,False,Vertical,456,True,62,DSNU-16-62-P-A,19.1,4.27,698.0,4.319999999999999,4.0969999999999995,1.81,1.71,0.22299999999999986,False,False,False,0
25,PPV,R3,False,Vertical,824,True,11,DSNU-25-11-PPV-A,53.0,4.6,657.9,4.7299999999999995,4.491,1.88,0.79,0.23899999999999988,False,False,False,0
12,PPV,Nenhuma,False,Vertical,49,True,64,DSNU-12-64-PPV-A,-3.0,5.52,582.5,5.6499999999999995,5.419,3.2,3.78,0.23099999999999987,False,False,False,0
63,PPV,A6,False,Vertical,1088,True,207,DSNU-63-207-PPV-A,33.9,6.75,14.6,6.82,6.607,0.04,2.47,0.21300000000000008,False,False,False,0
32,PPS,R3,False,Inclinada,1022,True,403,DSNU-32-403-PPS-A,2.8,5.14,169.4,5.27,5.1259999999999994,4.83,3.29,0.14400000000000013,False,False,False,0
40,P,A6,False,Inclinada,1090,True,94,DSNU-40-94-P-A,35.0,3.8,220.4,3.88,3.84,4.75,0.09,0.040000000000000036,False,False,False,0
63,P,Nenhuma,False,Vertical,352,True,413,DSNU-63-413-P-A,47.2,9.08,211.7,9.2,8.866999999999999,3.28,2.67,0.3330000000000002,False,False,False,0
25,PPS,R3,False,Vertical,462,True,300,DSNU-25-300-PPS-A,53.7,5.54,311.8,5.63,5.537,3.04,1.06,0.09299999999999997,False,False,False,0
40,P,R3,False,Horizontal,1094,True,197,DSNU-40-197-P-A,39.6,8.6,587.6,8.6,8.43,0.27,2.71,0.16999999999999993,False,False,False,0
25,PPS,R8,False,Vertical,183,True,395,DSNU-25-395-PPS-A,38.5,5.88,169.8,6.06,5.718999999999999,2.97,2.3,0.3410000000000002,False,False,False,0
20,P,Nenhuma,False,Vertical,350,True,237,DSNU-20-237-P-A,8.1,1.96,234.7,2.1,2.0100000000000002,3.5,1.34,0.08999999999999986,False,False,False,0
20,P,A6,False,Inclinada,256,True,135,DSNU-20-135-P-A,14.8,6.41,324.6,6.55,6.177,0.22,3.93,0.3730000000000002,False,False,False,0
40,P,R3,False,Vertical,888,True,459,DSNU-40-459-P-A,13.8,2.21,414.0,2.21,2.137,3.0,1.94,0.07299999999999995,False,False,False,0
50,P,Nenhuma,False,Vertical,376,True,240,DSNU-50-240-P-A,9.5,3.02,294.8,3.04,2.7,3.95,0.73,0.33999999999999986,False,False,False,0
8,PPS,A6,False,Vertical,974,True,71,DSNU-8-71-PPS-A,2.9,8.84,630.9,8.94,8.639999999999999,3.28,1.64,0.3000000000000007,False,False,False,0
12,PPV,A6,True,Horizontal,104,True,69,DSNU-12-69-PPV-A,24.8,5.88,267.2,6.07,5.803,2.22,2.8,0.26700000000000035,False,False,False,0
12,PPV,Nenhuma,False,Horizontal,345,True,97,DSNU-12-97-PPV-A,29.1,9.13,440.0,9.21,9.149000000000001,3.85,1.98,0.06099999999999994,False,False,False,0
8,PPV,Nenhuma,False,Inclinada,747,True,53,DSNU-8-53-PPV-A,1.5,9.04,425.4,9.239999999999998,9.060999999999998,3.38,1.34,0.17900000000000027,False,False,False,0
40,P,Nenhuma,False,Horizontal,572,True,397,DSNU-40-397-P-A,56.3,2.35,482.2,2.44,2.324,3.8,2.56,0.1160000000000001,False,False,False,0
10,PPV,Nenhuma,True,Horizontal,245,True,9,DSNU-10-9-PPV-A,52.3,4.19,686.0,4.380000000000001,4.274000000000001,0.38,2.4,0.10599999999999987,False,False,False,0
10,PPV,Nenhuma,True,Horizontal,1145,True,71,DSNU-10-71-PPV-A,26.0,1.78,533.5,1.98,1.717,4.93,3.79,0.2629999999999999,False,False,False,0
8,PPV,R3,False,Horizontal,1036,True,16,DSNU-8-16-PPV-A,24.8,4.64,589.0,4.6899999999999995,4.568999999999999,4.93,2.11,0.12100000000000044,False,False,False,0
12,PPS,Nenhuma,False,Inclinada,171,True,21,DSNU-12-21-PPS-A,-4.2,5.18,147.4,5.2299999999999995,4.927,2.79,2.91,0.30299999999999994,False,False,False,0
40,P,Nenhuma,False,Horizontal,742,True,225,DSNU-40-225-P-A,-5.7,3.86,187.0,3.98,3.843,1.4,3.21,0.137,False,False,False,0
25,PPS,Nenhuma,False,Vertical,982,True,429,DSNU-25-429-PPS-A,8.6,6.32,420.7,6.34,6.002,2.73,1.93,0.3380000000000001,False,False,False,0
63,P,R3,False,Vertical,988,True,192,DSNU-63-192-P-A,27.0,9.3,255.5,9.31,9.184000000000001,1.29,1.34,0.12599999999999945,False,False,False,0
16,PPV,A6,False,Inclinada,961,True,97,DSNU-16-97-PPV-A,-4.5,2.13,303.7,2.2199999999999998,2.2039999999999997,0.05,3.12,0.016000000000000014,False,False,False,0
16,PPS,R3,False,Inclinada,268,True,8,DSNU-16-8-PPS-A,42.2,2.55,109.7,2.6599999999999997,2.4959999999999996,3.96,1.39,0.16400000000000015,False,False,False,0
32,PPV,Nenhuma,False,Horizontal,898,True,249,DSNU-32-249-PPV-A,7.0,6.42,663.1,6.52,6.4559999999999995,1.81,1.81,0.06400000000000006,False,False,False,0
25,P,R8,False,Vertical,507,True,52,DSNU-25-52-P-A,24.8,8.2,353.1,8.34,8.236,2.1,3.3,0.1039999999999992,False,False,False,0
20,P,Nenhuma,False,Horizontal,477,True,89,DSNU-20-89-P-A,29.8,9.47,503.3,9.520000000000001,9.183000000000002,3.47,2.6,0.33699999999999974,False,False,False,0
50,PPS,Nenhuma,True,Vertical,552,True,355,DSNU-50-355-PPS-A,-8.7,5.51,468.1,5.54,5.255,1.15,3.96,0.28500000000000014,False,False,False,0
63,PPV,Nenhuma,True,Vertical,364,True,187,DSNU-63-187-PPV-A,30.3,6.14,688.8,6.199999999999999,5.885999999999999,2.83,0.61,0.31400000000000006,False,False,False,0
32,PPS,R3,False,Inclinada,1126,True,343,DSNU-32-343-PPS-A,27.6,7.8,109.1,7.99,7.591,3.56,1.37,0.399,False,False,False,0
20,PPS,R8,False,Vertical,388,True,319,DSNU-20-319-PPS-A,-10.0,6.75,632.6,6.76,6.742999999999999,3.65,3.25,0.017000000000000348,False,False,False,0
50,PPS,Nenhuma,False,Horizontal,432,True,141,DSNU-50-141-PPS-A,32.5,4.53,40.6,4.57,4.253,4.37,0.22,0.31700000000000017,False,False,False,0
8,P,Nenhuma,False,Inclinada,1012,True,87,DSNU-8-87-P-A,46.9,7.79,599.9,7.83,7.44,2.4,3.65,0.3899999999999997,False,False,False,0
32,PPV,Nenhuma,False,Inclinada,1116,True,236,DSNU-32-236-PPV-A,4.3,1.06,397.9,1.22,1.06,4.09,3.79,0.15999999999999992,False,False,False,0
20,PPV,Nenhuma,True,Vertical,1168,True,304,DSNU-20-304-PPV-A,-8.7,5.22,112.4,5.359999999999999,5.097999999999999,4.45,1.53,0.26200000000000045,False,False,False,0
63,PPV,Nenhuma,False,Vertical,801,True,80,DSNU-63-80-PPV-A,19.6,9.07,268.3,9.120000000000001,8.897,3.97,1.87,0.22300000000000075,False,False,False,0
8,P,Nenhuma,False,Vertical,479,True,88,DSNU-8-88-P-A,31.7,7.24,599.3,7.390000000000001,7.016000000000001,2.82,3.67,0.37399999999999967,False,False,False,0
8,PPV,Nenhuma,True,Horizontal,990,True,77,DSNU-8-77-PPV-A,42.2,1.27,537.1,1.4100000000000001,1.2970000000000002,4.12,0.41,0.11299999999999999,False,False,False,0
25,P,R8,False,Horizontal,643,True,228,DSNU-25-228-P-A,29.0,2.71,672.3,2.81,2.602,3.29,0.69,0.20800000000000018,False,False,False,0
50,PPS,Nenhuma,False,Inclinada,69,True,22,DSNU-50-22-PPS-A,-4.8,9.14,518.2,9.21,8.89,2.86,1.37,0.3200000000000003,False,False,False,0
8,PPS,Nenhuma,False,Vertical,967,True,91,DSNU-8-91-PPS-A,11.6,8.51,696.3,8.6,8.34,2.81,3.23,0.2599999999999998,False,False,False,0
50,PPS,Nenhuma,False,Horizontal,691,True,210,DSNU-50-210-PPS-A,53.5,5.16,511.6,5.23,4.872000000000001,2.14,3.69,0.35799999999999965,False,False,False,0
10,PPV,Nenhuma,False,Inclinada,1084,True,70,DSNU-10-70-PPV-A,1.5,8.44,351.9,8.6,8.221,1.84,2.28,0.37899999999999956,False,False,False,0
32,PPS,Nenhuma,False,Horizontal,871,True,153,DSNU-32-153-PPS-A,-8.8,7.72,730.8,7.91,7.719,3.46,2.67,0.19099999999999984,False,False,False,0
20,PPV,R3,False,Inclinada,61,True,200,DSNU-20-200-PPV-A,21.3,1.65,346.7,1.69,1.615,1.49,3.69,0.07499999999999996,False,False,False,0
40,PPS,A6,False,Inclinada,80,True,411,DSNU-40-411-PPS-A,-8.3,9.2,521.6,9.309999999999999,9.288999999999998,1.59,0.75,0.021000000000000796,False,False,False,0
12,PPV,R8,False,Horizontal,221,True,146,DSNU-12-146-PPV-A,28.7,8.99,190.1,9.120000000000001,8.733,3.96,2.78,0.38700000000000045,False,False,False,0
25,P,Nenhuma,False,Horizontal,886,True,281,DSNU-25-281-P-A,27.9,3.47,713.2,3.6300000000000003,3.4570000000000003,4.76,0.44,0.17300000000000004,False,False,False,0
20,PPS,Nenhuma,True,Horizontal,743,True,124,DSNU-20-124-PPS-A,9.3,1.07,59.6,1.1800000000000002,0.8230000000000002,1.8,1.81,0.357,False,False,False,0
32,PPV,R3,False,Vertical,568,True,246,DSNU-32-246-PPV-A,58.4,4.26,654.9,4.26,4.224,2.3,1.12,0.03599999999999959,False,False,False,0
16,PPS,Nenhuma,False,Vertical,925,True,196,DSNU-16-196-PPS-A,9.0,5.44,541.1,5.44,5.0840000000000005,1.11,2.28,0.35599999999999987,False,False,False,0
8,PPS,Nenhuma,False,Inclinada,983,True,27,DSNU-8-27-PPS-A,18.5,4.91,745.7,4.93,4.622,1.34,1.33,0.30799999999999983,False,False,False,0
20,PPV,Nenhuma,False,Vertical,39,True,17,DSNU-20-17-PPV-A,-8.1,3.33,230.6,3.33,3.121,1.77,1.77,0.20900000000000007,False,False,False,0
63,PPV,Nenhuma,True,Horizontal,638,True,58,DSNU-63-58-PPV-A,27.8,7.05,693.1,7.1499999999999995,6.944999999999999,4.74,0.82,0.20500000000000007,False,False,False,0
63,PPS,Nenhuma,False,Horizontal,1111,True,475,DSNU-63-475-PPS-A,-4.1,3.47,115.9,3.6700000000000004,3.4490000000000003,3.79,0.51,0.22100000000000009,False,False,False,0
8,PPS,Nenhuma,False,Horizontal,888,True,68,DSNU-8-68-PPS-A,3.1,9.34,49.1,9.52,9.501999999999999,1.13,0.8,0.018000000000000682,False,False,False,0
12,PPV,Nenhuma,False,Vertical,1176,True,67,DSNU-12-67-PPV-A,-5.9,4.4,247.0,4.6000000000000005,4.232,1.13,0.5,0.3680000000000003,False,False,False,0
40,PPS,Nenhuma,True,Horizontal,789,True,317,DSNU-40-317-PPS-A,4.5,8.31,154.5,8.31,8.302000000000001,4.98,0.75,0.007999999999999119,False,False,False,0
32,P,A6,False,Vertical,286,True,111,DSNU-32-111-P-A,30.4,5.12,606.7,5.18,5.159,4.22,2.91,0.020999999999999908,False,False,False,0
8,PPV,R8,True,Inclinada,519,True,44,DSNU-8-44-PPV-A,40.0,3.14,582.8,3.2600000000000002,2.907,1.09,3.19,0.3530000000000002,False,False,False,0
16,PPS,Nenhuma,False,Vertical,410,True,44,DSNU-16-44-PPS-A,22.1,2.51,726.7,2.65,2.285,1.65,2.27,0.36499999999999977,False,False,False,0
32,PPV,Nenhuma,False,Inclinada,416,True,142,DSNU-32-142-PPV-A,53.7,7.57,48.7,7.62,7.337,3.5,0.6,0.28300000000000036,False,False,False,0
20,PPS,Nenhuma,False,Horizontal,762,True,314,DSNU-20-314-PPS-A,7.1,7.22,631.4,7.33,7.0600000000000005,1.13,3.46,0.2699999999999996,False,False,False,0
10,PPV,R3,True,Inclinada,66,True,86,DSNU-10-86-PPV-A,44.2,2.77,348.9,2.83,2.603,3.8,0.6,0.22699999999999987,False,False,False,0
25,PPS,Nenhuma,False,Vertical,230,True,464,DSNU-25-464-PPS-A,25.1,4.57,638.4,4.73,4.559,0.37,3.45,0.17100000000000026,False,False,False,0
16,P,Nenhuma,False,Inclinada,469,True,76,DSNU-16-76-P-A,50.3,8.45,602.3,8.51,8.404,4.77,2.03,0.10599999999999987,False,False,False,0
50,PPV,Nenhuma,True,Horizontal,920,True,221,DSNU-50-221-PPV-A,28.4,5.74,501.1,5.74,5.53,2.01,3.65,0.20999999999999996,False,False,False,0
63,PPV,Nenhuma,False,Vertical,227,True,310,DSNU-63-310-PPV-A,17.0,9.37,425.8,9.459999999999999,9.159999999999998,3.15,2.09,0.3000000000000007,False,False,False,0
8,PPS,A6,False,Inclinada,157,True,60,DSNU-8-60-PPS-A,19.4,9.24,249.5,9.26,9.167,3.28,1.16,0.09299999999999997,False,False,False,0
50,PPS,R3,False,Vertical,845,True,82,DSNU-50-82-PPS-A,-4.6,3.64,440.7,3.7,3.615,0.24,2.61,0.08499999999999996,False,False,False,0
63,P,Nenhuma,False,Vertical,343,True,184,DSNU-63-184-P-A,-6.9,7.1,505.7,7.18,7.005999999999999,3.33,3.62,0.17400000000000038,False,False,False,0
40,P,Nenhuma,True,Vertical,900,True,220,DSNU-40-220-P-A,15.7,4.46,39.8,4.63,4.302,0.61,1.94,0.3280000000000003,False,False,False,0
12,P,Nenhuma,False,Vertical,148,True,61,DSNU-12-61-P-A,18.4,5.9,351.9,6.0200000000000005,5.872000000000001,3.1,3.19,0.1479999999999997,False,False,False,0
20,PPS,Nenhuma,False,Inclinada,986,True,200,DSNU-20-200-PPS-A,28.0,9.32,301.1,9.4,9.001000000000001,1.64,2.84,0.39899999999999913,False,False,False,0
8,P,A6,False,Horizontal,1119,True,42,DSNU-8-42-P-A,20.5,2.68,327.3,2.75,2.444,2.65,1.87,0.30600000000000005,False,False,False,0
50,PPV,R8,False,Inclinada,935,True,65,DSNU-50-65-PPV-A,51.9,2.53,377.6,2.6799999999999997,2.336,1.71,2.85,0.34399999999999986,False,False,False,0
16,PPV,Nenhuma,False,Inclinada,446,True,32,DSNU-16-32-PPV-A,45.8,2.86,379.5,3.05,2.731,3.18,0.53,0.31899999999999995,False,False,False,0
12,PPS,Nenhuma,False,Horizontal,932,True,124,DSNU-12-124-PPS-A,13.2,4.78,353.7,4.8100000000000005,4.678000000000001,3.3,0.09,0.13199999999999967,False,False,False,0
16,P,R3,True,Vertical,311,True,26,DSNU-16-26-P-A,36.9,4.24,664.5,4.33,4.034,2.35,0.89,0.29600000000000026,False,False,False,0
32,P,Nenhuma,True,Vertical,440,True,25,DSNU-32-25-P-A,7.4,5.54,751.8,5.63,5.556,0.55,2.95,0.07399999999999984,False,False,False,0
12,P,Nenhuma,True,Vertical,865,True,52,DSNU-12-52-P-A,-1.9,5.01,723.4,5.1899999999999995,5.1819999999999995,2.24,0.28,0.008000000000000007,False,False,False,0
50,PPV,Nenhuma,True,Horizontal,1157,True,198,DSNU-50-198-PPV-A,51.9,3.46,193.6,3.62,3.416,3.75,3.45,0.20400000000000018,False,False,False,0
25,P,R3,False,Vertical,77,True,286,DSNU-25-286-P-A,23.2,1.75,678.7,1.84,1.514,4.81,0.15,0.32600000000000007,False,False,False,0
20,P,Nenhuma,True,Inclinada,776,True,254,DSNU-20-254-P-A,40.2,5.52,793.2,5.6499999999999995,5.582,2.66,0.88,0.06799999999999962,False,False,False,0
20,PPS,Nenhuma,False,Horizontal,406,True,109,DSNU-20-109-PPS-A,6.3,4.09,697.6,4.25,4.102,1.68,1.98,0.1479999999999997,False,False,False,0
8,PPV,R8,False,Horizontal,57,True,37,DSNU-8-37-PPV-A,4.7,4.57,571.4,4.69,4.436,4.48,3.06,0.25400000000000045,False,False,False,0
8,PPS,Nenhuma,False,Inclinada,555,True,85,DSNU-8-85-PPS-A,19.0,4.3,128.3,4.4399999999999995,4.3309999999999995,1.5,1.68,0.10899999999999999,False,False,False,0
16,PPS,Nenhuma,False,Vertical,214,True,7,DSNU-16-7-PPS-A,58.1,8.89,588.1,9.01,8.862,1.65,0.44,0.1479999999999997,False,False,False,0
50,PPS,Nenhuma,False,Vertical,27,True,145,DSNU-50-145-PPS-A,10.4,8.96,690.7,9.15,8.795,2.69,3.9,0.3550000000000004,False,False,False,0
25,P,Nenhuma,False,Inclinada,534,True,426,DSNU-25-426-P-A,21.1,4.44,757.6,4.57,4.344,1.3,2.54,0.22599999999999998,False,False,False,0
20,PPV,A6,False,Horizontal,721,True,173,DSNU-20-173-PPV-A,36.9,8.1,725.1,8.18,8.124,2.19,0.17,0.05599999999999916,False,False,False,0
10,P,Nenhuma,False,Vertical,788,True,99,DSNU-10-99-P-A,17.2,3.55,527.1,3.61,3.263,0.06,1.33,0.347,False,False,False,0
20,PPV,R3,False,Horizontal,640,True,22,DSNU-20-22-PPV-A,12.7,1.99,43.2,2.1,2.001,3.48,3.38,0.0990000000000002,False,False,False,0
12,PPV,R3,False,Inclinada,484,True,15,DSNU-12-15-PPV-A,37.9,7.34,188.4,7.53,7.381,1.01,3.56,0.14900000000000002,False,False,False,0
10,P,Nenhuma,False,Inclinada,27,True,7,DSNU-10-7-P-A,17.6,3.16,619.9,3.29,3.067,3.44,1.81,0.22299999999999986,False,False,False,0
20,PPS,R3,True,Inclinada,66,True,158,DSNU-20-158-PPS-A,1.7,2.43,378.8,2.5500000000000003,2.4090000000000003,4.01,0.4,0.14100000000000001,False,False,False,0
10,PPV,Nenhuma,False,Inclinada,869,True,38,DSNU-10-38-PPV-A,56.2,3.23,366.5,3.41,3.373,3.36,0.21,0.03699999999999992,False,False,False,0
